1	2
1	6
1	9
1	11
1	16
1	21
1	22
2	5
2	7
2	10
2	19
2	23
3	6
3	12
3	17
3	18
3	20
3	25
4	10
4	12
4	14
4	15
4	24
5	9
5	13
5	17
5	28
6	7
6	8
6	12
7	8
7	10
8	13
8	16
9	13
9	21
10	18
11	15
11	26
14	19
14	20
15	27
