1	2
1	3
1	4
1	7
1	9
1	18
1	20
2	5
2	6
2	12
2	15
2	16
3	7
3	8
3	10
3	14
3	26
4	6
4	8
4	13
4	17
5	7
5	11
5	14
5	28
6	17
6	19
6	27
7	14
8	23
8	25
9	10
9	11
9	13
10	12
10	19
11	24
12	15
13	18
15	20
16	21
21	22
