1	2
1	3
1	4
1	6
1	10
1	14
1	20
2	5
2	9
2	11
2	12
2	20
3	8
3	16
3	17
3	19
3	26
4	7
4	10
4	15
4	27
5	7
5	9
5	11
5	13
6	13
6	14
6	18
6	25
7	8
7	17
8	21
8	23
9	14
9	19
10	13
10	15
11	16
12	15
12	24
18	22
21	28
