1	2
1	9
1	10
1	13
1	14
1	17
1	23
2	3
2	4
2	8
2	19
2	20
3	5
3	7
3	10
3	24
3	25
4	5
4	7
4	8
4	13
5	9
5	14
5	15
6	7
6	18
6	22
6	26
6	27
7	21
8	11
8	20
9	14
9	28
10	13
10	17
11	12
11	16
12	15
12	19
15	16
18	21
