1	3
1	4
1	8
1	11
1	19
1	20
1	28
2	4
2	11
2	12
2	21
2	22
2	24
3	4
3	5
3	10
3	16
3	20
4	15
4	27
5	7
5	13
5	14
5	15
6	7
6	8
6	12
6	13
6	17
7	9
7	18
8	11
8	14
9	14
9	16
9	21
10	12
10	17
10	26
13	23
15	18
19	25
