1	2
1	4
1	8
1	9
1	10
1	13
1	17
2	7
2	12
2	13
2	14
2	20
3	5
3	8
3	9
3	13
3	16
3	28
4	12
4	18
4	19
4	20
5	6
5	8
5	15
5	27
6	10
6	17
6	25
6	26
7	8
7	10
7	24
9	11
9	22
10	15
11	15
11	16
12	14
14	21
18	21
19	23
