1	2
1	5
1	6
1	10
1	12
1	14
1	28
2	6
2	10
2	12
2	16
2	19
3	6
3	11
3	14
3	19
3	21
3	27
4	5
4	9
4	11
4	14
4	16
5	13
5	20
5	24
6	15
6	20
7	8
7	9
7	18
7	22
8	10
8	12
8	17
9	13
9	21
10	15
11	23
13	17
15	26
18	25
