1	3
1	4
1	8
1	9
1	16
1	23
1	28
2	4
2	5
2	7
2	11
2	13
2	15
3	7
3	12
3	19
3	25
3	27
4	8
4	10
4	22
5	14
5	17
5	18
5	20
6	12
6	13
6	18
6	21
6	24
7	10
7	17
8	13
8	14
9	10
9	15
9	26
10	11
11	19
12	16
14	20
15	21
